Date,Price,Open,High,Low,Vol.,Change %
3/24/2023,95.2,95.16,95.34,95.15,40.73K,0.02%
3/23/2023,95.18,95.12,95.21,95.1,39.77K,0.08%
3/22/2023,95.1,95.08,95.23,95.03,68.38K,0.02%
3/21/2023,95.08,95.28,95.28,95.06,24.40K,-0.16%
3/20/2023,95.23,95.32,95.49,95.17,30.08K,-0.12%
3/17/2023,95.34,95.12,95.38,95.06,37.08K,0.24%
3/16/2023,95.11,95.34,95.42,95.06,43.28K,-0.19%
3/15/2023,95.29,95.1,95.62,95,61.72K,0.14%
3/14/2023,95.16,95.33,95.42,95.02,87.34K,-0.15%
3/13/2023,95.3,94.79,95.44,94.79,114.70K,0.55%
3/10/2023,94.78,94.62,94.83,94.61,75.49K,0.21%
3/9/2023,94.58,94.53,94.62,94.52,20.35K,0.05%
3/8/2023,94.53,94.58,94.59,94.52,35.47K,-0.04%
3/7/2023,94.57,94.72,94.73,94.56,55.28K,-0.16%
3/6/2023,94.72,94.73,94.75,94.72,14.66K,-0.01%
3/3/2023,94.73,94.75,94.76,94.73,11.48K,-0.01%
3/2/2023,94.74,94.74,94.77,94.72,24.53K,-0.01%
3/1/2023,94.75,94.76,94.77,94.72,22.20K,-0.15%
2/28/2023,94.89,94.89,94.89,94.89,55.16K,0.00%
2/27/2023,94.89,94.88,94.89,94.86,50.40K,0.01%
2/24/2023,94.88,94.88,94.89,94.82,178.65K,0.00%
2/23/2023,94.88,94.88,94.89,94.87,92.34K,0.00%
2/22/2023,94.88,94.89,94.91,94.88,136.08K,-0.01%
2/21/2023,94.89,94.93,94.94,94.89,103.37K,-0.03%
2/17/2023,94.92,94.94,94.94,94.91,119.19K,-0.04%
2/16/2023,94.96,94.97,94.98,94.94,177.73K,-0.01%
2/15/2023,94.97,94.97,94.97,94.96,50.56K,0.00%
2/14/2023,94.97,94.98,95,94.97,149.19K,0.00%
2/13/2023,94.97,94.97,94.98,94.97,56.80K,0.00%
2/10/2023,94.97,94.98,94.99,94.97,28.79K,-0.01%
2/9/2023,94.98,94.99,95,94.97,57.12K,0.00%
2/8/2023,94.98,94.98,95,94.97,84.28K,0.00%
2/7/2023,94.98,94.98,95.01,94.98,87.87K,-0.02%
2/6/2023,95,95.03,95.03,94.98,177.67K,-0.04%
2/3/2023,95.04,95.12,95.13,95.03,213.36K,-0.09%
2/2/2023,95.13,95.12,95.14,95.12,63.55K,0.01%
2/1/2023,95.12,95.11,95.13,95.06,145.53K,-0.09%
1/31/2023,95.21,95.2,95.22,95.2,54.35K,0.01%
1/30/2023,95.2,95.21,95.21,95.2,36.08K,-0.01%
1/27/2023,95.21,95.2,95.22,95.2,52.04K,0.01%
1/26/2023,95.2,95.22,95.22,95.2,47.92K,-0.02%
1/25/2023,95.22,95.2,95.22,95.2,86.93K,0.02%
1/24/2023,95.2,95.2,95.21,95.2,67.95K,0.01%
1/23/2023,95.19,95.22,95.22,95.19,86.17K,-0.03%
1/20/2023,95.22,95.22,95.22,95.21,71.28K,0.00%
1/19/2023,95.22,95.22,95.23,95.19,85.49K,0.00%
1/18/2023,95.22,95.19,95.22,95.19,68.98K,0.02%
1/17/2023,95.2,95.2,95.21,95.19,53.29K,0.01%
1/13/2023,95.19,95.2,95.22,95.19,46.18K,-0.01%
1/12/2023,95.2,95.17,95.22,95.06,179.84K,0.04%
1/11/2023,95.16,95.17,95.17,95.16,52.36K,0.00%
1/10/2023,95.16,95.17,95.17,95.14,48.44K,-0.01%
1/9/2023,95.17,95.15,95.17,95.14,47.40K,0.02%
1/6/2023,95.15,95.1,95.17,95.08,102.53K,0.04%
1/5/2023,95.11,95.14,95.14,95.07,76.87K,-0.03%
1/4/2023,95.14,95.15,95.17,95.13,48.67K,0.00%
1/3/2023,95.14,95.15,95.17,95.14,24.66K,-0.15%
12/30/2022,95.28,95.28,95.29,95.27,8.07K,-0.01%
12/29/2022,95.29,95.28,95.3,95.28,3.23K,0.01%
12/28/2022,95.28,95.27,95.28,95.26,13.57K,0.03%
12/27/2022,95.25,95.27,95.27,95.25,7.31K,-0.03%
12/23/2022,95.28,95.28,95.29,95.28,6.30K,0.00%
12/22/2022,95.28,95.31,95.31,95.28,8.35K,-0.02%
12/21/2022,95.3,95.28,95.31,95.28,6.21K,0.01%
12/20/2022,95.29,95.28,95.29,95.27,8.83K,0.01%
12/19/2022,95.28,95.31,95.31,95.28,11.06K,-0.03%
12/16/2022,95.31,95.3,95.31,95.29,16.16K,0.01%
12/15/2022,95.3,95.3,95.3,95.28,7.70K,0.00%
12/14/2022,95.3,95.28,95.31,95.24,24.76K,0.01%
12/13/2022,95.29,95.2,95.31,95.19,12.89K,0.09%
12/12/2022,95.2,95.22,95.23,95.19,9.12K,-0.02%
12/9/2022,95.22,95.24,95.25,95.22,6.48K,-0.02%
12/8/2022,95.24,95.24,95.25,95.23,4.87K,-0.01%
12/7/2022,95.25,95.22,95.26,95.22,5.82K,0.03%
12/6/2022,95.22,95.2,95.22,95.19,5.78K,0.02%
12/5/2022,95.2,95.25,95.25,95.19,9.87K,-0.05%
12/2/2022,95.25,95.27,95.29,95.2,16.15K,-0.01%
12/1/2022,95.26,95.23,95.27,95.23,16.16K,-0.03%
11/30/2022,95.29,95.27,95.31,95.25,98.15K,0.02%
11/29/2022,95.27,95.26,95.27,95.25,54.80K,0.03%
11/28/2022,95.24,95.25,95.27,95.24,45.15K,-0.01%
11/25/2022,95.25,95.25,95.28,95.25,33.94K,0.00%
11/23/2022,95.25,95.23,95.26,95.2,90.33K,0.02%
11/22/2022,95.23,95.25,95.27,95.23,77.22K,-0.03%
11/21/2022,95.26,95.27,95.28,95.25,63.33K,-0.01%
11/18/2022,95.27,95.3,95.3,95.26,35.83K,-0.03%
11/17/2022,95.3,95.33,95.33,95.28,51.99K,-0.01%
11/16/2022,95.31,95.33,95.33,95.3,41.64K,0.00%
11/15/2022,95.31,95.31,95.33,95.3,61.99K,0.01%
11/14/2022,95.3,95.31,95.31,95.27,48.50K,-0.01%
11/11/2022,95.31,95.31,95.33,95.3,15.54K,-0.01%
11/10/2022,95.32,95.23,95.34,95.19,107.30K,0.12%
11/9/2022,95.21,95.22,95.23,95.19,31.82K,0.00%
11/8/2022,95.21,95.19,95.22,95.17,28.20K,0.03%
11/7/2022,95.18,95.22,95.22,95.17,39.24K,-0.04%
11/4/2022,95.22,95.17,95.22,95.12,70.41K,0.04%
11/3/2022,95.18,95.2,95.22,95.15,66.64K,-0.04%
11/2/2022,95.22,95.2,95.28,95.19,134.62K,0.03%
11/1/2022,95.19,95.2,95.25,95.17,88.53K,-0.39%
10/31/2022,95.56,95.58,95.58,95.55,47.62K,-0.02%
10/28/2022,95.58,95.61,95.62,95.56,70.35K,-0.02%
10/27/2022,95.6,95.59,95.62,95.58,106.36K,0.01%
10/26/2022,95.59,95.55,95.59,95.54,128.59K,0.04%
10/25/2022,95.55,95.53,95.57,95.53,53.25K,0.02%
10/24/2022,95.53,95.56,95.58,95.53,60.14K,-0.03%
10/21/2022,95.56,95.48,95.58,95.47,109.98K,0.08%
10/20/2022,95.48,95.48,95.48,95.47,86.13K,0.00%
10/19/2022,95.48,95.52,95.53,95.47,51.62K,-0.03%
10/18/2022,95.51,95.5,95.52,95.49,37.80K,0.01%
10/17/2022,95.5,95.5,95.52,95.5,50.11K,0.00%
10/14/2022,95.5,95.5,95.52,95.48,60.92K,0.00%
10/13/2022,95.5,95.62,95.64,95.48,117.95K,-0.12%
10/12/2022,95.61,95.62,95.65,95.59,41.69K,-0.02%
10/11/2022,95.63,95.64,95.65,95.62,54.01K,0.00%
10/10/2022,95.63,95.64,95.66,95.61,13.57K,-0.01%
10/7/2022,95.64,95.69,95.69,95.62,67.98K,-0.06%
10/6/2022,95.7,95.75,95.75,95.69,35.42K,-0.04%
10/5/2022,95.74,95.76,95.77,95.72,38.27K,-0.01%
10/4/2022,95.75,95.78,95.86,95.74,58.56K,-0.03%
10/3/2022,95.78,95.77,95.81,95.77,58.18K,-0.22%
9/30/2022,95.99,95.98,96.02,95.96,21.37K,-0.01%
9/29/2022,96,96,96.02,95.96,11.06K,-0.01%
9/28/2022,96.01,96,96.07,95.98,48.19K,0.04%
9/27/2022,95.97,95.94,96,95.94,20.13K,0.03%
9/26/2022,95.94,95.94,95.95,95.89,20.57K,0.02%
9/23/2022,95.92,95.94,95.96,95.92,34.73K,-0.02%
9/22/2022,95.94,95.95,95.97,95.93,21.08K,-0.01%
9/21/2022,95.95,95.97,95.98,95.88,45.86K,-0.02%
9/20/2022,95.97,95.96,95.97,95.93,15.26K,0.02%
9/19/2022,95.95,95.98,95.98,95.94,26.28K,-0.03%
9/16/2022,95.98,95.95,95.98,95.92,30.91K,0.03%
9/15/2022,95.95,95.97,95.97,95.88,24.60K,-0.02%
9/14/2022,95.97,95.98,96,95.92,19.57K,-0.03%
9/13/2022,96,96.22,96.27,95.95,33.16K,-0.24%
9/12/2022,96.23,96.25,96.27,96.22,11.24K,-0.02%
9/9/2022,96.25,96.3,96.31,96.24,23.69K,-0.05%
9/8/2022,96.3,96.33,96.33,96.28,13.65K,-0.03%
9/7/2022,96.33,96.33,96.35,96.28,11.17K,0.00%
9/6/2022,96.33,96.44,96.45,96.32,12.93K,-0.10%
9/2/2022,96.43,96.36,96.44,96.35,10.48K,0.08%
9/1/2022,96.35,96.36,96.37,96.33,6.50K,-0.21%
8/31/2022,96.55,96.56,96.56,96.53,41.63K,0.01%
8/30/2022,96.54,96.56,96.58,96.52,39.30K,-0.01%
8/29/2022,96.55,96.6,96.6,96.55,46.44K,-0.05%
8/26/2022,96.6,96.61,96.67,96.59,68.19K,0.00%
8/25/2022,96.6,96.61,96.65,96.59,58.89K,-0.01%
8/24/2022,96.61,96.64,96.66,96.61,60.67K,-0.03%
8/23/2022,96.64,96.64,96.69,96.62,39.00K,0.00%
8/22/2022,96.64,96.7,96.7,96.62,32.62K,-0.05%
8/19/2022,96.69,96.72,96.72,96.68,18.18K,-0.01%
8/18/2022,96.7,96.71,96.73,96.68,32.10K,0.00%
8/17/2022,96.7,96.7,96.72,96.62,42.45K,0.00%
8/16/2022,96.7,96.72,96.73,96.7,21.27K,-0.01%
8/15/2022,96.71,96.7,96.72,96.69,26.97K,0.02%
8/12/2022,96.69,96.7,96.72,96.69,29.11K,0.00%
8/11/2022,96.69,96.7,96.75,96.67,31.35K,-0.01%
8/10/2022,96.7,96.63,96.81,96.61,61.58K,0.08%
8/9/2022,96.62,96.67,96.67,96.62,32.96K,-0.02%
8/8/2022,96.64,96.63,96.67,96.61,19.50K,0.00%
8/5/2022,96.64,96.78,96.79,96.61,55.98K,-0.14%
8/4/2022,96.78,96.78,96.8,96.74,29.50K,0.03%
8/3/2022,96.75,96.78,96.79,96.71,34.80K,-0.03%
8/2/2022,96.78,96.87,96.88,96.77,30.36K,-0.06%
8/1/2022,96.84,96.82,96.86,96.8,14.83K,-0.27%
7/29/2022,97.1,97.1,97.12,97.06,54.49K,-0.01%
7/28/2022,97.11,97.08,97.13,97.08,64.56K,0.02%
7/27/2022,97.09,97.06,97.11,97.03,128.21K,0.03%
7/26/2022,97.06,97.06,97.06,97.03,50.97K,0.03%
7/25/2022,97.03,97.06,97.07,97.03,40.29K,-0.03%
7/22/2022,97.06,97.02,97.12,97,59.90K,0.04%
7/21/2022,97.02,97,97.03,96.94,52.58K,0.03%
7/20/2022,96.99,96.97,97.01,96.97,41.14K,0.01%
7/19/2022,96.98,97,97,96.97,17.42K,-0.02%
7/18/2022,97,97,97.01,96.96,54.66K,0.00%
7/15/2022,97,96.9,97.02,96.83,107.07K,0.12%
7/14/2022,96.88,96.78,96.91,96.7,92.76K,0.10%
7/13/2022,96.78,97.1,97.11,96.73,138.58K,-0.32%
7/12/2022,97.09,97.11,97.12,97.08,47.01K,-0.02%
7/11/2022,97.11,97.11,97.12,97.1,27.32K,0.00%
7/8/2022,97.11,97.17,97.19,97.11,49.19K,-0.05%
7/7/2022,97.16,97.15,97.17,97.14,36.13K,-0.02%
7/6/2022,97.18,97.22,97.25,97.14,54.79K,-0.04%
7/5/2022,97.22,97.19,97.23,97.14,41.44K,0.03%
