Date,Price,Open,High,Low,Vol.,Change %
11/27/2023,94.66,94.65,94.67,94.65,19.57K,0.01%
11/26/2023,94.65,94.65,94.65,94.65,,0.00%
11/24/2023,94.65,94.67,94.67,94.65,5.46K,-0.01%
11/23/2023,94.66,94.67,94.67,94.66,1.77K,-0.01%
11/22/2023,94.67,94.68,94.69,94.66,17.99K,-0.02%
11/21/2023,94.68,94.68,94.69,94.68,7.78K,0.00%
11/20/2023,94.68,94.69,94.69,94.68,13.47K,-0.01%
11/19/2023,94.69,94.69,94.69,94.69,,0.00%
11/17/2023,94.69,94.71,94.71,94.69,5.24K,-0.01%
11/16/2023,94.71,94.69,94.71,94.69,11.54K,0.02%
11/15/2023,94.69,94.71,94.71,94.68,11.40K,-0.02%
11/14/2023,94.71,94.61,94.71,94.6,20.09K,0.10%
11/13/2023,94.61,94.62,94.62,94.61,6.20K,-0.01%
11/12/2023,94.62,94.62,94.62,94.62,,0.00%
11/10/2023,94.62,94.63,94.65,94.62,10.50K,-0.01%
11/9/2023,94.63,94.65,94.65,94.63,14.74K,-0.02%
11/8/2023,94.65,94.67,94.67,94.64,17.83K,-0.01%
11/7/2023,94.66,94.66,94.67,94.65,12.47K,0.01%
11/6/2023,94.65,94.67,94.67,94.65,18.07K,-0.02%
11/5/2023,94.67,94.67,94.67,94.67,,0.00%
11/3/2023,94.67,94.61,94.68,94.61,16.40K,0.05%
11/2/2023,94.62,94.63,94.64,94.61,10.05K,0.00%
11/1/2023,94.62,94.58,94.64,94.58,20.17K,0.05%
10/31/2023,94.57,94.57,94.59,94.57,37.31K,-0.02%
10/30/2023,94.58,94.6,94.6,94.58,32.72K,-0.01%
10/29/2023,94.6,94.6,94.6,94.6,0.52K,0.00%
10/27/2023,94.6,94.6,94.61,94.59,36.51K,0.00%
10/26/2023,94.6,94.57,94.61,94.57,105.48K,0.03%
10/25/2023,94.57,94.57,94.58,94.56,27.19K,0.00%
10/24/2023,94.57,94.58,94.58,94.56,61.51K,0.00%
10/23/2023,94.57,94.59,94.59,94.57,54.00K,-0.01%
10/22/2023,94.58,94.59,94.59,94.58,0.39K,0.00%
10/20/2023,94.59,94.57,94.6,94.57,80.92K,0.03%
10/19/2023,94.57,94.54,94.57,94.53,170.43K,0.04%
10/18/2023,94.53,94.52,94.54,94.51,63.43K,0.00%
10/17/2023,94.53,94.57,94.57,94.51,89.64K,-0.05%
10/16/2023,94.57,94.58,94.58,94.57,33.70K,-0.02%
10/15/2023,94.58,94.58,94.58,94.58,,0.00%
10/13/2023,94.59,94.57,94.6,94.57,50.26K,0.02%
10/12/2023,94.57,94.61,94.61,94.55,85.82K,-0.04%
10/11/2023,94.61,94.61,94.61,94.6,59.78K,-0.01%
10/10/2023,94.61,94.63,94.63,94.6,45.76K,-0.01%
10/9/2023,94.63,94.57,94.64,94.57,40.27K,0.03%
10/8/2023,94.6,94.58,94.61,94.58,6.40K,0.04%
10/6/2023,94.56,94.6,94.6,94.54,77.08K,-0.04%
10/5/2023,94.6,94.58,94.61,94.58,69.52K,0.00%
10/4/2023,94.6,94.54,94.6,94.54,85.16K,0.06%
10/3/2023,94.54,94.54,94.56,94.51,51.45K,0.00%
10/2/2023,94.54,94.57,94.57,94.53,27.30K,0.00%
10/1/2023,94.54,94.56,94.56,94.53,4.49K,-0.04%
9/29/2023,94.57,94.57,94.58,94.57,54.43K,0.00%
9/28/2023,94.57,94.55,94.57,94.55,55.40K,0.02%
9/27/2023,94.55,94.57,94.58,94.54,70.26K,-0.02%
9/26/2023,94.57,94.57,94.57,94.56,42.09K,0.01%
9/25/2023,94.56,94.56,94.57,94.56,35.74K,0.00%
9/24/2023,94.56,94.56,94.56,94.56,,0.00%
9/22/2023,94.56,94.54,94.56,94.54,60.76K,0.02%
9/21/2023,94.54,94.54,94.55,94.54,139.39K,-0.01%
9/20/2023,94.55,94.56,94.57,94.51,142.92K,0.00%
9/19/2023,94.56,94.56,94.56,94.55,104.32K,0.00%
9/18/2023,94.56,94.57,94.57,94.55,58.26K,-0.01%
9/17/2023,94.57,94.57,94.57,94.57,,0.01%
9/15/2023,94.56,94.56,94.57,94.54,19.08K,0.00%
9/14/2023,94.56,94.56,94.57,94.54,52.92K,0.02%
9/13/2023,94.54,94.55,94.56,94.5,62.34K,-0.01%
9/12/2023,94.55,94.54,94.56,94.54,31.43K,0.01%
9/11/2023,94.54,94.56,94.57,94.54,54.07K,-0.01%
9/10/2023,94.56,94.56,94.56,94.56,,0.00%
9/8/2023,94.56,94.56,94.57,94.56,18.16K,0.00%
9/7/2023,94.56,94.56,94.57,94.54,36.49K,0.00%
9/6/2023,94.56,94.57,94.57,94.53,45.53K,0.00%
9/5/2023,94.56,94.6,94.6,94.56,40.90K,-0.03%
9/4/2023,94.58,94.59,94.59,94.58,2.66K,-0.01%
9/3/2023,94.6,94.6,94.6,94.6,,0.00%
9/1/2023,94.6,94.58,94.62,94.58,69.87K,0.03%
8/31/2023,94.57,94.56,94.57,94.55,19.57K,0.02%
8/30/2023,94.56,94.55,94.57,94.54,20.87K,0.00%
8/29/2023,94.55,94.5,94.56,94.5,44.50K,0.05%
8/28/2023,94.5,94.51,94.51,94.5,10.17K,0.00%
8/27/2023,94.5,94.51,94.51,94.5,0.08K,-0.01%
8/25/2023,94.51,94.54,94.56,94.51,30.09K,-0.03%
8/24/2023,94.54,94.57,94.57,94.54,13.64K,-0.03%
8/23/2023,94.57,94.56,94.58,94.56,9.56K,0.02%
8/22/2023,94.56,94.56,94.56,94.55,12.23K,-0.01%
8/21/2023,94.57,94.59,94.59,94.56,11.83K,-0.03%
8/20/2023,94.59,94.59,94.59,94.59,,0.00%
8/18/2023,94.59,94.59,94.6,94.59,6.14K,0.02%
8/17/2023,94.57,94.58,94.59,94.57,9.10K,0.00%
8/16/2023,94.57,94.59,94.6,94.57,8.77K,-0.01%
8/15/2023,94.58,94.58,94.6,94.57,9.61K,0.01%
8/14/2023,94.57,94.59,94.59,94.57,8.38K,-0.02%
8/13/2023,94.59,94.59,94.59,94.59,,0.00%
8/11/2023,94.59,94.61,94.62,94.59,8.21K,-0.02%
8/10/2023,94.61,94.61,94.63,94.6,20.78K,0.00%
8/9/2023,94.61,94.61,94.61,94.61,9.96K,0.00%
8/8/2023,94.61,94.61,94.61,94.61,11.82K,0.00%
8/7/2023,94.61,94.61,94.61,94.6,11.19K,-0.01%
8/6/2023,94.61,94.61,94.61,94.61,,-0.01%
8/4/2023,94.62,94.6,94.62,94.57,17.70K,0.03%
8/3/2023,94.6,94.61,94.61,94.6,26.66K,-0.02%
8/2/2023,94.61,94.61,94.61,94.6,12.81K,0.01%
8/1/2023,94.6,94.61,94.61,94.59,8.87K,0.02%
7/31/2023,94.58,94.58,94.58,94.58,22.98K,0.00%
7/28/2023,94.58,94.58,94.59,94.58,53.40K,0.00%
7/27/2023,94.58,94.57,94.59,94.56,123.01K,0.00%
7/26/2023,94.58,94.56,94.58,94.55,103.76K,0.02%
7/25/2023,94.56,94.58,94.58,94.56,56.29K,-0.02%
7/24/2023,94.58,94.59,94.59,94.57,51.97K,-0.01%
7/21/2023,94.59,94.59,94.6,94.58,30.62K,0.01%
7/20/2023,94.58,94.6,94.6,94.57,33.18K,-0.02%
7/19/2023,94.6,94.59,94.61,94.59,33.01K,0.01%
7/18/2023,94.59,94.61,94.63,94.59,46.38K,-0.01%
7/17/2023,94.6,94.6,94.61,94.59,30.10K,0.00%
7/14/2023,94.6,94.63,94.63,94.59,60.75K,-0.04%
7/13/2023,94.64,94.62,94.65,94.61,105.52K,0.02%
7/12/2023,94.62,94.57,94.62,94.57,83.81K,0.05%
7/11/2023,94.57,94.58,94.6,94.56,36.76K,-0.01%
7/10/2023,94.58,94.58,94.59,94.57,23.41K,0.00%
7/7/2023,94.58,94.56,94.61,94.55,63.89K,0.02%
7/6/2023,94.56,94.59,94.59,94.53,81.16K,-0.03%
7/5/2023,94.59,94.59,94.61,94.59,39.15K,0.00%
7/3/2023,94.59,94.59,94.62,94.57,25.88K,-0.07%
6/30/2023,94.66,94.65,94.67,94.64,48.34K,0.02%
6/29/2023,94.64,94.69,94.69,94.62,92.12K,-0.05%
6/28/2023,94.69,94.69,94.7,94.66,94.91K,0.00%
6/27/2023,94.69,94.7,94.71,94.68,75.58K,-0.01%
6/26/2023,94.7,94.7,94.72,94.69,25.88K,0.00%
6/23/2023,94.7,94.69,94.72,94.69,41.53K,0.01%
6/22/2023,94.69,94.7,94.72,94.64,83.39K,0.00%
6/21/2023,94.69,94.69,94.7,94.67,63.74K,0.00%
6/20/2023,94.69,94.7,94.72,94.69,47.75K,-0.02%
6/16/2023,94.71,94.72,94.72,94.69,69.03K,-0.01%
6/15/2023,94.72,94.73,94.73,94.69,124.17K,0.00%
6/14/2023,94.72,94.73,94.75,94.64,176.78K,0.00%
6/13/2023,94.72,94.72,94.78,94.64,159.19K,0.01%
6/12/2023,94.71,94.72,94.75,94.7,64.77K,-0.01%
6/9/2023,94.72,94.75,94.76,94.72,34.43K,-0.03%
6/8/2023,94.75,94.74,94.79,94.72,68.23K,0.00%
6/7/2023,94.75,94.78,94.78,94.71,73.73K,0.00%
6/6/2023,94.75,94.76,94.78,94.73,55.24K,0.00%
6/5/2023,94.75,94.74,94.8,94.72,77.86K,0.02%
6/2/2023,94.73,94.82,94.82,94.72,83.56K,-0.11%
6/1/2023,94.83,94.78,94.86,94.75,87.30K,0.11%
5/31/2023,94.73,94.69,94.77,94.69,24.45K,0.05%
5/30/2023,94.68,94.67,94.72,94.66,16.79K,-0.01%
5/26/2023,94.69,94.69,94.75,94.67,17.42K,0.00%
5/25/2023,94.69,94.75,94.77,94.66,34.56K,-0.08%
5/24/2023,94.77,94.83,94.85,94.72,22.19K,-0.06%
5/23/2023,94.83,94.86,94.86,94.81,17.82K,-0.02%
5/22/2023,94.85,94.91,94.93,94.84,22.39K,-0.05%
5/19/2023,94.9,94.89,94.94,94.84,13.56K,0.01%
5/18/2023,94.89,94.97,94.97,94.88,20.88K,-0.07%
5/17/2023,94.96,95,95.01,94.95,12.70K,-0.04%
5/16/2023,95,95.02,95.04,94.97,12.21K,-0.03%
5/15/2023,95.03,95.05,95.06,95.02,16.36K,-0.01%
5/12/2023,95.04,95.11,95.11,95.03,10.27K,-0.04%
5/11/2023,95.08,95.1,95.13,95.06,16.16K,-0.02%
5/10/2023,95.1,95.03,95.11,95,20.23K,0.07%
5/9/2023,95.03,95.06,95.07,95.02,11.07K,-0.01%
5/8/2023,95.04,95.08,95.08,95.04,13.79K,-0.04%
5/5/2023,95.08,95.17,95.17,95.04,19.23K,-0.12%
5/4/2023,95.19,95.16,95.28,95.11,28.59K,0.15%
5/3/2023,95.05,95.09,95.14,95.03,19.58K,-0.04%
5/2/2023,95.09,94.94,95.17,94.92,24.64K,0.16%
5/1/2023,94.94,95,95,94.92,8.38K,0.00%
4/28/2023,94.94,94.94,94.97,94.91,55.14K,0.01%
4/27/2023,94.93,95,95.02,94.92,45.90K,-0.11%
4/26/2023,95.03,95.03,95.06,94.97,62.14K,-0.01%
4/25/2023,95.04,94.96,95.08,94.95,158.57K,0.13%
4/24/2023,94.92,94.93,94.95,94.92,46.46K,0.00%
4/21/2023,94.92,94.94,94.95,94.91,58.79K,-0.02%
4/20/2023,94.94,94.91,94.94,94.91,109.51K,0.02%
4/19/2023,94.92,94.95,94.95,94.91,73.73K,-0.03%
4/18/2023,94.95,94.96,94.97,94.92,61.14K,-0.01%
4/17/2023,94.96,95,95.02,94.94,60.50K,-0.06%
4/14/2023,95.02,95.12,95.13,94.98,101.43K,-0.12%
4/13/2023,95.13,95.13,95.17,95.11,52.99K,0.01%
4/12/2023,95.12,95.11,95.17,95.06,63.78K,0.03%
4/11/2023,95.09,95.08,95.12,95.06,36.63K,0.01%
4/10/2023,95.08,95.13,95.16,95.07,20.88K,-0.04%
4/7/2023,95.12,95.26,95.27,95.11,18.91K,-0.16%
4/6/2023,95.27,95.3,95.38,95.24,30.80K,-0.06%
4/5/2023,95.33,95.3,95.45,95.22,48.65K,0.05%
4/4/2023,95.28,95.16,95.33,95.09,66.89K,0.15%
4/3/2023,95.14,95.16,95.18,95.09,41.39K,0.05%
3/31/2023,95.09,95.09,95.11,95.05,44.21K,-0.02%
3/30/2023,95.11,95.12,95.17,95.08,50.20K,-0.02%
3/29/2023,95.13,95.14,95.19,95.11,47.50K,-0.01%
3/28/2023,95.14,95.14,95.18,95.09,50.86K,0.01%
3/27/2023,95.13,95.31,95.31,95.12,80.35K,-0.16%
3/24/2023,95.28,95.25,95.5,95.23,77.60K,0.00%
3/23/2023,95.28,95.2,95.33,95.17,74.56K,0.12%
3/22/2023,95.17,95.12,95.36,95.06,100.23K,0.04%
3/21/2023,95.13,95.33,95.41,95.11,93.71K,-0.27%
3/20/2023,95.39,95.49,95.73,95.31,64.85K,-0.14%
3/17/2023,95.52,95.21,95.58,95.14,83.94K,0.34%
3/16/2023,95.2,95.55,95.64,95.14,115.84K,-0.29%
3/15/2023,95.48,95.17,95.93,95.01,182.00K,0.24%
3/14/2023,95.25,95.56,95.69,95.09,202.12K,-0.23%
3/13/2023,95.47,94.75,95.69,94.75,296.29K,0.78%
3/10/2023,94.73,94.52,94.78,94.52,291.95K,0.28%
3/9/2023,94.47,94.41,94.53,94.41,93.43K,0.06%
3/8/2023,94.41,94.46,94.48,94.41,89.77K,-0.04%
3/7/2023,94.45,94.61,94.63,94.44,113.23K,-0.17%
3/6/2023,94.61,94.64,94.64,94.61,32.04K,-0.03%
3/3/2023,94.64,94.66,94.67,94.62,31.97K,0.00%
3/2/2023,94.64,94.62,94.67,94.61,61.60K,0.00%
3/1/2023,94.64,94.66,94.67,94.61,64.14K,-0.14%
2/28/2023,94.77,94.77,94.77,94.75,28.64K,0.00%
2/27/2023,94.77,94.75,94.77,94.74,14.49K,0.01%
2/24/2023,94.76,94.77,94.78,94.69,31.20K,-0.01%
2/23/2023,94.77,94.77,94.78,94.75,18.38K,0.00%
2/22/2023,94.77,94.78,94.81,94.76,24.62K,-0.01%
2/21/2023,94.78,94.83,94.83,94.78,12.42K,-0.04%
2/17/2023,94.82,94.84,94.84,94.81,16.62K,-0.05%
2/16/2023,94.87,94.88,94.89,94.84,22.18K,0.00%
2/15/2023,94.87,94.86,94.88,94.86,20.44K,0.01%
2/14/2023,94.86,94.89,94.93,94.86,30.82K,-0.03%
2/13/2023,94.89,94.89,94.9,94.89,13.21K,0.00%
2/10/2023,94.89,94.91,94.92,94.89,12.27K,-0.02%
2/9/2023,94.91,94.92,94.94,94.91,7.73K,0.00%
2/8/2023,94.91,94.91,94.92,94.89,21.56K,0.00%
2/7/2023,94.91,94.91,94.94,94.9,26.86K,-0.03%
2/6/2023,94.94,95,95,94.91,49.66K,-0.06%
2/3/2023,95,95.11,95.11,94.99,50.01K,-0.13%
2/2/2023,95.12,95.11,95.13,95.11,19.83K,0.01%
2/1/2023,95.11,95.09,95.11,95.04,23.38K,0.00%
1/31/2023,95.11,95.1,95.12,95.09,32.21K,0.02%
1/30/2023,95.09,95.11,95.11,95.09,36.83K,-0.02%
1/27/2023,95.11,95.11,95.12,95.11,17.72K,0.00%
1/26/2023,95.11,95.13,95.14,95.11,52.02K,-0.01%
1/25/2023,95.12,95.11,95.13,95.11,46.08K,0.01%
1/24/2023,95.11,95.11,95.11,95.09,47.28K,0.02%
1/23/2023,95.09,95.11,95.12,95.1,53.73K,-0.03%
1/20/2023,95.12,95.12,95.13,95.11,51.60K,-0.01%
1/19/2023,95.13,95.15,95.17,95.11,62.13K,-0.01%
1/18/2023,95.14,95.11,95.15,95.1,53.88K,0.03%
1/17/2023,95.11,95.1,95.12,95.08,43.49K,0.02%
1/13/2023,95.09,95.11,95.13,95.09,49.79K,-0.02%
1/12/2023,95.11,95.08,95.14,94.94,156.09K,0.03%
1/11/2023,95.08,95.08,95.1,95.06,42.45K,0.00%
1/10/2023,95.08,95.08,95.09,95.06,37.89K,0.00%
1/9/2023,95.08,95.06,95.09,95.06,57.00K,0.02%
1/6/2023,95.06,95,95.08,94.97,83.79K,0.05%
1/5/2023,95.01,95.06,95.06,94.97,61.26K,-0.04%
1/4/2023,95.05,95.05,95.08,95.03,40.75K,0.00%
1/3/2023,95.05,95.06,95.08,95.04,20.81K,-0.09%
12/30/2022,95.14,95.16,95.16,95.12,23.04K,-0.02%
12/29/2022,95.16,95.17,95.18,95.16,15.24K,0.01%
12/28/2022,95.15,95.14,95.17,95.13,19.80K,0.04%
12/27/2022,95.11,95.16,95.16,95.1,23.19K,-0.05%
12/23/2022,95.16,95.17,95.18,95.16,13.06K,-0.01%
12/22/2022,95.17,95.2,95.22,95.17,30.50K,-0.03%
12/21/2022,95.2,95.19,95.21,95.18,22.63K,0.01%
12/20/2022,95.19,95.17,95.19,95.16,20.22K,0.01%
12/19/2022,95.18,95.21,95.22,95.17,27.47K,-0.03%
12/16/2022,95.21,95.18,95.22,95.17,44.16K,0.03%
12/15/2022,95.18,95.19,95.2,95.17,36.61K,-0.01%
12/14/2022,95.19,95.18,95.24,95.12,106.82K,0.00%
12/13/2022,95.19,95.08,95.24,95.08,64.34K,0.12%
12/12/2022,95.08,95.11,95.11,95.06,26.35K,-0.03%
12/9/2022,95.11,95.12,95.14,95.09,27.57K,-0.01%
12/8/2022,95.12,95.14,95.14,95.12,16.24K,-0.02%
12/7/2022,95.14,95.09,95.16,95.09,23.20K,0.04%
12/6/2022,95.1,95.08,95.11,95.06,9.61K,0.02%
12/5/2022,95.08,95.12,95.14,95.06,31.08K,-0.06%
12/2/2022,95.14,95.18,95.2,95.09,68.01K,-0.03%
12/1/2022,95.17,95.12,95.18,95.11,45.04K,-0.05%
11/30/2022,95.22,95.19,95.24,95.17,20.91K,0.03%
11/29/2022,95.19,95.19,95.2,95.19,11.43K,0.02%
11/28/2022,95.17,95.19,95.2,95.17,12.63K,-0.02%
11/25/2022,95.19,95.19,95.22,95.17,5.16K,0.01%
11/23/2022,95.18,95.15,95.19,95.12,17.72K,0.02%
11/22/2022,95.16,95.17,95.19,95.14,15.87K,-0.02%
11/21/2022,95.18,95.19,95.19,95.17,17.87K,-0.01%
11/18/2022,95.19,95.22,95.23,95.19,7.57K,-0.03%
11/17/2022,95.22,95.27,95.27,95.2,9.36K,-0.03%
11/16/2022,95.25,95.27,95.28,95.24,7.97K,0.00%
11/15/2022,95.25,95.25,95.28,95.25,13.85K,0.01%
11/14/2022,95.24,95.24,95.25,95.21,7.76K,-0.02%
11/11/2022,95.26,95.25,95.27,95.22,4.50K,-0.01%
11/10/2022,95.27,95.16,95.28,95.12,16.74K,0.14%
11/9/2022,95.14,95.14,95.16,95.11,10.58K,0.00%
11/8/2022,95.14,95.11,95.14,95.09,7.70K,0.04%
11/7/2022,95.1,95.14,95.14,95.09,8.20K,-0.04%
11/4/2022,95.14,95.09,95.14,95.02,20.10K,0.04%
11/3/2022,95.1,95.12,95.14,95.07,20.51K,-0.04%
11/2/2022,95.14,95.12,95.22,95.1,21.94K,0.02%
11/1/2022,95.12,95.16,95.2,95.11,18.36K,-0.08%
10/31/2022,95.2,95.25,95.25,95.19,42.44K,-0.05%
10/28/2022,95.25,95.34,95.35,95.24,50.04K,-0.05%
10/27/2022,95.3,95.27,95.34,95.24,58.01K,0.03%
10/26/2022,95.27,95.22,95.28,95.21,41.92K,0.05%
10/25/2022,95.22,95.19,95.26,95.19,32.67K,0.02%
10/24/2022,95.2,95.25,95.28,95.19,38.88K,-0.05%
10/21/2022,95.25,95.12,95.27,95.1,57.29K,0.15%
10/20/2022,95.11,95.13,95.14,95.1,34.43K,-0.02%
10/19/2022,95.13,95.2,95.2,95.12,27.84K,-0.06%
10/18/2022,95.19,95.17,95.19,95.16,27.05K,0.02%
10/17/2022,95.17,95.16,95.19,95.14,28.51K,0.01%
10/14/2022,95.16,95.17,95.22,95.14,45.46K,-0.04%
10/13/2022,95.2,95.4,95.44,95.16,79.94K,-0.20%
10/12/2022,95.39,95.4,95.42,95.36,26.66K,0.00%
10/11/2022,95.39,95.39,95.42,95.38,32.13K,0.00%
10/10/2022,95.39,95.42,95.43,95.37,7.46K,-0.03%
10/7/2022,95.42,95.47,95.47,95.4,39.90K,-0.08%
10/6/2022,95.5,95.55,95.56,95.47,32.65K,-0.05%
10/5/2022,95.55,95.58,95.58,95.52,27.66K,-0.01%
10/4/2022,95.56,95.58,95.7,95.55,49.66K,-0.03%
10/3/2022,95.59,95.56,95.64,95.56,51.04K,-0.20%
9/30/2022,95.78,95.78,95.82,95.75,37.18K,-0.03%
9/29/2022,95.81,95.8,95.82,95.74,50.88K,-0.01%
9/28/2022,95.82,95.79,95.9,95.77,103.05K,0.05%
9/27/2022,95.77,95.72,95.8,95.72,61.87K,0.04%
9/26/2022,95.73,95.72,95.75,95.66,49.90K,0.02%
9/23/2022,95.71,95.73,95.76,95.69,75.94K,-0.02%
9/22/2022,95.73,95.73,95.77,95.71,84.30K,-0.02%
9/21/2022,95.75,95.78,95.81,95.67,122.58K,-0.05%
9/20/2022,95.8,95.78,95.8,95.74,56.49K,0.02%
9/19/2022,95.78,95.81,95.81,95.75,42.96K,-0.03%
9/16/2022,95.81,95.78,95.81,95.74,49.24K,0.04%
9/15/2022,95.77,95.8,95.81,95.69,54.21K,-0.04%
9/14/2022,95.81,95.83,95.84,95.75,55.08K,-0.02%
9/13/2022,95.83,96.09,96.14,95.8,134.64K,-0.29%
9/12/2022,96.11,96.12,96.14,96.09,35.64K,-0.01%
9/9/2022,96.12,96.18,96.2,96.12,45.60K,-0.07%
9/8/2022,96.19,96.23,96.23,96.17,41.50K,-0.03%
9/7/2022,96.22,96.22,96.24,96.17,25.69K,0.00%
9/6/2022,96.22,96.33,96.35,96.2,38.76K,-0.11%
9/2/2022,96.33,96.25,96.33,96.24,40.95K,0.09%
9/1/2022,96.24,96.25,96.27,96.22,31.81K,-0.15%
8/31/2022,96.38,96.39,96.39,96.35,7.79K,0.02%
8/30/2022,96.36,96.4,96.42,96.33,17.96K,-0.03%
8/29/2022,96.39,96.44,96.44,96.39,9.47K,-0.05%
8/26/2022,96.44,96.46,96.52,96.44,24.55K,-0.01%
8/25/2022,96.45,96.47,96.5,96.44,21.40K,-0.02%
8/24/2022,96.47,96.5,96.52,96.46,19.21K,-0.03%
8/23/2022,96.5,96.5,96.56,96.48,11.79K,0.01%
8/22/2022,96.49,96.56,96.56,96.48,11.66K,-0.07%
8/19/2022,96.56,96.58,96.59,96.55,11.01K,-0.01%
8/18/2022,96.57,96.57,96.59,96.53,10.21K,0.01%
8/17/2022,96.56,96.57,96.58,96.48,14.82K,-0.01%
8/16/2022,96.57,96.6,96.6,96.56,6.06K,-0.01%
8/15/2022,96.58,96.57,96.6,96.55,6.30K,0.02%
8/12/2022,96.56,96.58,96.6,96.56,7.14K,0.00%
8/11/2022,96.56,96.56,96.63,96.56,9.29K,-0.01%
8/10/2022,96.57,96.5,96.69,96.47,22.46K,0.07%
8/9/2022,96.5,96.54,96.56,96.48,13.19K,-0.03%
8/8/2022,96.53,96.5,96.54,96.48,9.85K,0.01%
8/5/2022,96.52,96.68,96.69,96.49,14.79K,-0.18%
8/4/2022,96.69,96.68,96.7,96.64,19.76K,0.04%
8/3/2022,96.65,96.69,96.7,96.6,11.51K,-0.02%
8/2/2022,96.67,96.78,96.8,96.67,9.85K,-0.09%
8/1/2022,96.76,96.73,96.78,96.7,6.76K,-0.08%
7/29/2022,96.84,96.86,96.89,96.8,28.95K,-0.02%
7/28/2022,96.86,96.81,96.89,96.78,55.93K,0.05%
7/27/2022,96.81,96.75,96.84,96.72,69.56K,0.06%
7/26/2022,96.75,96.75,96.77,96.73,31.39K,0.02%
7/25/2022,96.73,96.77,96.78,96.72,24.22K,-0.05%
7/22/2022,96.78,96.7,96.85,96.67,38.80K,0.06%
7/21/2022,96.72,96.64,96.72,96.59,55.55K,0.09%
7/20/2022,96.63,96.62,96.67,96.62,21.47K,0.00%
7/19/2022,96.63,96.65,96.66,96.62,16.34K,-0.03%
7/18/2022,96.66,96.66,96.66,96.61,25.50K,0.00%
7/15/2022,96.66,96.59,96.67,96.53,47.00K,0.10%
7/14/2022,96.56,96.47,96.61,96.42,62.22K,0.08%
7/13/2022,96.48,96.77,96.78,96.44,94.70K,-0.29%
7/12/2022,96.76,96.75,96.81,96.75,34.66K,0.01%
7/11/2022,96.75,96.73,96.79,96.73,20.95K,0.02%
