Date,Price,Open,High,Low,Vol.,Change %
5/14/2019,97.62,97.62,97.62,97.62,29.62K,0.00%
5/13/2019,97.62,97.62,97.62,97.62,59.31K,0.00%
5/10/2019,97.62,97.61,97.62,97.61,35.82K,0.01%
5/9/2019,97.61,97.61,97.61,97.61,67.52K,0.00%
5/8/2019,97.61,97.61,97.61,97.6,65.35K,0.00%
5/7/2019,97.61,97.61,97.61,97.61,14.76K,0.00%
5/6/2019,97.61,97.6,97.61,97.6,19.55K,0.01%
5/3/2019,97.6,97.6,97.6,97.59,74.74K,0.01%
5/2/2019,97.59,97.6,97.61,97.59,169.79K,-0.01%
5/1/2019,97.6,97.58,97.61,97.58,215.72K,0.02%
4/30/2019,97.58,97.58,97.58,97.58,0.23K,0.00%
4/29/2019,97.58,97.58,97.58,97.58,0.69K,0.00%
4/26/2019,97.58,97.58,97.58,97.58,5.09K,0.00%
4/25/2019,97.58,97.58,97.58,97.58,14.85K,0.00%
4/24/2019,97.58,97.58,97.58,97.58,1.50K,0.00%
4/23/2019,97.58,97.58,97.58,97.58,7.49K,0.00%
4/22/2019,97.58,97.58,97.58,97.58,16.87K,0.00%
4/18/2019,97.58,97.59,97.59,97.58,20.35K,0.00%
4/17/2019,97.58,97.59,97.59,97.58,62.02K,-0.01%
4/16/2019,97.59,97.59,97.59,97.58,20.38K,0.00%
4/15/2019,97.59,97.59,97.59,97.59,1.27K,0.00%
4/12/2019,97.59,97.59,97.59,97.59,3.60K,0.00%
4/11/2019,97.59,97.59,97.59,97.59,47.02K,0.00%
4/10/2019,97.59,97.59,97.59,97.59,1.13K,0.00%
4/9/2019,97.59,97.59,97.59,97.59,0.67K,0.00%
4/8/2019,97.59,97.59,97.59,97.59,2.80K,0.00%
4/5/2019,97.59,97.59,97.59,97.59,13.54K,0.00%
4/4/2019,97.59,97.59,97.59,97.59,3.55K,0.00%
4/3/2019,97.59,97.59,97.59,97.59,14.10K,0.00%
4/2/2019,97.59,97.59,97.59,97.59,14.35K,0.00%
4/1/2019,97.59,97.59,97.6,97.59,36.12K,0.00%
3/29/2019,97.59,97.59,97.6,97.59,,0.00%
3/28/2019,97.59,97.59,97.6,97.59,5.85K,0.00%
3/27/2019,97.59,97.59,97.6,97.59,1.82K,0.00%
3/26/2019,97.59,97.59,97.6,97.59,2.01K,0.00%
3/25/2019,97.59,97.59,97.6,97.59,1.31K,0.00%
3/22/2019,97.59,97.59,97.6,97.59,6.69K,0.00%
3/21/2019,97.59,97.6,97.6,97.59,25.36K,0.00%
3/20/2019,97.59,97.6,97.6,97.59,56.81K,-0.01%
3/19/2019,97.6,97.6,97.6,97.6,1.79K,0.00%
3/18/2019,97.6,97.6,97.6,97.6,2.34K,0.00%
3/15/2019,97.6,97.6,97.6,97.6,1.33K,0.00%
3/14/2019,97.6,97.6,97.6,97.6,2.20K,0.00%
3/13/2019,97.6,97.6,97.6,97.6,2.26K,0.00%
3/12/2019,97.6,97.6,97.6,97.6,1.29K,0.00%
3/11/2019,97.6,97.6,97.6,97.6,1.01K,0.00%
3/8/2019,97.6,97.6,97.6,97.6,9.70K,0.00%
3/7/2019,97.6,97.6,97.6,97.6,10.89K,0.00%
3/6/2019,97.6,97.6,97.6,97.6,8.86K,0.00%
3/5/2019,97.6,97.6,97.6,97.6,3.33K,0.01%
3/4/2019,97.59,97.6,97.6,97.59,7.78K,-0.01%
3/1/2019,97.6,97.6,97.6,97.59,20.14K,0.00%
2/28/2019,97.6,97.6,97.6,97.6,5.99K,0.00%
2/27/2019,97.6,97.6,97.6,97.6,0.85K,0.00%
2/26/2019,97.6,97.6,97.6,97.6,14.08K,0.00%
2/25/2019,97.6,97.6,97.6,97.6,1.75K,0.00%
2/22/2019,97.6,97.6,97.6,97.6,1.17K,0.00%
2/21/2019,97.6,97.6,97.6,97.6,2.26K,0.00%
2/20/2019,97.6,97.6,97.6,97.6,0.80K,0.00%
2/19/2019,97.6,97.6,97.6,97.6,2.63K,0.00%
2/15/2019,97.6,97.6,97.6,97.6,2.93K,0.00%
2/14/2019,97.6,97.6,97.6,97.6,3.26K,0.00%
2/13/2019,97.6,97.6,97.6,97.6,8.21K,0.00%
2/12/2019,97.6,97.6,97.6,97.6,4.04K,0.00%
2/11/2019,97.6,97.6,97.6,97.6,0.78K,0.00%
2/8/2019,97.6,97.6,97.6,97.6,3.42K,0.00%
2/7/2019,97.6,97.6,97.6,97.6,17.43K,0.00%
2/6/2019,97.6,97.6,97.6,97.6,70.51K,0.00%
2/5/2019,97.6,97.6,97.6,97.6,2.07K,0.00%
2/4/2019,97.6,97.6,97.6,97.6,14.94K,0.00%
2/1/2019,97.6,97.6,97.6,97.6,10.98K,0.00%
1/31/2019,97.6,97.6,97.6,97.6,1.83K,0.00%
1/30/2019,97.6,97.6,97.6,97.6,3.38K,0.00%
1/29/2019,97.6,97.6,97.6,97.6,0.21K,0.00%
1/28/2019,97.6,97.6,97.6,97.6,2.38K,0.00%
1/25/2019,97.6,97.6,97.6,97.6,0.62K,0.00%
1/24/2019,97.6,97.6,97.6,97.6,10.90K,0.00%
1/23/2019,97.6,97.6,97.6,97.6,0.63K,0.00%
1/22/2019,97.6,97.6,97.6,97.6,2.51K,0.00%
1/18/2019,97.6,97.6,97.6,97.6,2.07K,0.00%
1/17/2019,97.6,97.6,97.6,97.6,2.25K,0.00%
1/16/2019,97.6,97.6,97.6,97.6,2.51K,0.00%
1/15/2019,97.6,97.6,97.6,97.6,4.28K,0.00%
1/14/2019,97.6,97.6,97.6,97.6,1.80K,0.00%
1/11/2019,97.6,97.6,97.6,97.6,0.82K,0.00%
1/10/2019,97.6,97.6,97.6,97.6,1.38K,0.00%
1/9/2019,97.6,97.6,97.6,97.6,6.19K,0.00%
1/8/2019,97.6,97.6,97.6,97.6,18.94K,0.00%
1/7/2019,97.6,97.6,97.6,97.6,10.79K,0.00%
1/4/2019,97.6,97.6,97.6,97.6,33.28K,0.00%
1/3/2019,97.6,97.6,97.6,97.6,77.49K,0.00%
1/2/2019,97.6,97.6,97.6,97.6,81.73K,-0.12%
12/31/2018,97.72,97.72,97.73,97.72,10.81K,0.00%
12/28/2018,97.72,97.72,97.73,97.72,8.80K,0.00%
12/27/2018,97.72,97.72,97.72,97.72,4.71K,0.00%
12/26/2018,97.72,97.72,97.72,97.72,3.03K,0.00%
12/24/2018,97.72,97.72,97.72,97.72,3.49K,0.00%
12/21/2018,97.72,97.72,97.72,97.72,8.48K,0.00%
12/20/2018,97.72,97.72,97.72,97.72,5.70K,0.00%
12/19/2018,97.72,97.73,97.74,97.72,34.66K,-0.01%
12/18/2018,97.73,97.73,97.74,97.73,24.47K,0.00%
12/17/2018,97.73,97.73,97.74,97.73,17.63K,0.00%
12/14/2018,97.73,97.73,97.73,97.73,22.82K,0.00%
12/13/2018,97.73,97.73,97.73,97.73,8.68K,0.00%
12/12/2018,97.73,97.73,97.73,97.73,12.83K,0.00%
12/11/2018,97.73,97.73,97.73,97.73,15.94K,0.00%
12/10/2018,97.73,97.73,97.74,97.73,28.88K,0.00%
12/7/2018,97.73,97.72,97.73,97.72,19.37K,0.00%
12/6/2018,97.73,97.72,97.74,97.72,60.32K,0.01%
12/4/2018,97.72,97.72,97.73,97.72,27.41K,0.00%
12/3/2018,97.72,97.72,97.72,97.72,33.83K,-0.08%
11/30/2018,97.8,97.8,97.8,97.8,2.23K,0.00%
11/29/2018,97.8,97.8,97.8,97.8,4.60K,0.00%
11/28/2018,97.8,97.8,97.8,97.8,1.93K,0.00%
11/27/2018,97.8,97.8,97.8,97.8,0.58K,0.00%
11/26/2018,97.8,97.8,97.8,97.8,0.36K,0.00%
11/23/2018,97.8,97.8,97.8,97.8,0.61K,0.00%
11/21/2018,97.8,97.8,97.8,97.8,0.35K,0.00%
11/20/2018,97.8,97.81,97.81,97.8,19.72K,-0.01%
11/19/2018,97.81,97.8,97.81,97.8,34.13K,0.01%
11/16/2018,97.8,97.8,97.8,97.8,2.00K,0.00%
11/15/2018,97.8,97.8,97.8,97.8,10.52K,0.00%
11/14/2018,97.8,97.8,97.8,97.8,20.98K,0.00%
11/13/2018,97.8,97.8,97.8,97.8,45.68K,0.00%
11/12/2018,97.8,97.8,97.8,97.8,3.40K,0.00%
11/9/2018,97.8,97.8,97.8,97.79,19.18K,0.00%
11/8/2018,97.8,97.8,97.8,97.8,42.41K,0.00%
11/7/2018,97.8,97.8,97.8,97.8,7.99K,0.00%
11/6/2018,97.8,97.8,97.8,97.8,16.87K,0.00%
11/5/2018,97.8,97.8,97.81,97.8,35.31K,0.00%
11/2/2018,97.8,97.8,97.8,97.8,13.32K,0.00%
11/1/2018,97.8,97.8,97.8,97.8,18.95K,-0.01%
10/31/2018,97.81,97.81,97.81,97.81,5.45K,0.00%
10/30/2018,97.81,97.81,97.81,97.81,2.87K,0.00%
10/29/2018,97.81,97.81,97.81,97.81,2.99K,0.00%
10/26/2018,97.81,97.81,97.81,97.81,5.64K,0.00%
10/25/2018,97.81,97.81,97.81,97.81,5.27K,0.00%
10/24/2018,97.81,97.81,97.81,97.81,12.00K,0.00%
10/23/2018,97.81,97.81,97.81,97.81,3.84K,0.00%
10/22/2018,97.81,97.81,97.81,97.81,0.27K,0.00%
10/19/2018,97.81,97.81,97.81,97.81,2.08K,0.00%
10/18/2018,97.81,97.82,97.82,97.81,19.95K,0.00%
10/17/2018,97.81,97.82,97.82,97.81,10.45K,-0.01%
10/16/2018,97.82,97.81,97.82,97.81,10.07K,0.01%
10/15/2018,97.81,97.81,97.82,97.81,5.62K,0.00%
10/12/2018,97.81,97.81,97.82,97.81,2.79K,0.00%
10/11/2018,97.81,97.81,97.82,97.81,2.48K,0.00%
10/10/2018,97.81,97.81,97.82,97.81,1.82K,0.00%
10/9/2018,97.81,97.81,97.81,97.81,12.20K,0.00%
10/8/2018,97.81,97.81,97.82,97.81,3.73K,0.00%
10/5/2018,97.81,97.81,97.82,97.81,20.67K,0.00%
10/4/2018,97.81,97.81,97.81,97.81,19.80K,0.00%
10/3/2018,97.81,97.81,97.81,97.81,29.68K,0.00%
10/2/2018,97.81,97.82,97.82,97.81,25.22K,-0.01%
10/1/2018,97.82,97.82,97.82,97.81,27.97K,-0.23%
9/28/2018,98.05,98.05,98.05,98.05,4.05K,0.01%
9/27/2018,98.04,98.05,98.05,98.05,17.33K,-0.01%
9/26/2018,98.05,98.05,98.05,98.05,1.62K,0.00%
9/25/2018,98.05,98.05,98.05,98.05,7.62K,0.00%
9/24/2018,98.05,98.05,98.05,98.05,7.13K,0.00%
9/21/2018,98.05,98.05,98.05,98.05,6.94K,0.00%
9/20/2018,98.05,98.05,98.05,98.05,6.22K,0.00%
9/19/2018,98.05,98.05,98.05,98.05,2.70K,0.00%
9/18/2018,98.05,98.05,98.05,98.05,13.89K,0.00%
9/17/2018,98.05,98.05,98.05,98.05,0.75K,0.00%
9/14/2018,98.05,98.05,98.05,98.05,1.16K,0.00%
9/13/2018,98.05,98.05,98.05,98.05,1.69K,0.00%
9/12/2018,98.05,98.05,98.05,98.05,8.95K,0.00%
9/11/2018,98.05,98.05,98.05,98.05,1.10K,0.00%
9/10/2018,98.05,98.05,98.05,98.05,1.10K,0.00%
9/7/2018,98.05,98.05,98.05,98.05,10.05K,0.00%
9/6/2018,98.05,98.05,98.05,98.05,15.20K,0.00%
9/5/2018,98.05,98.05,98.05,98.05,12.28K,0.00%
9/4/2018,98.05,98.05,98.05,98.05,12.99K,-0.03%
8/31/2018,98.08,98.08,98.08,98.08,0.95K,0.00%
8/30/2018,98.08,98.08,98.08,98.08,0.70K,0.00%
8/29/2018,98.08,98.08,98.08,98.08,1.31K,0.00%
8/28/2018,98.08,98.08,98.08,98.08,1.25K,0.00%
8/27/2018,98.08,98.08,98.08,98.08,0.31K,0.00%
8/24/2018,98.08,98.08,98.08,98.08,0.77K,0.00%
8/23/2018,98.08,98.09,98.09,98.08,9.87K,0.00%
8/22/2018,98.08,98.09,98.09,98.08,0.43K,0.00%
8/21/2018,98.08,98.09,98.09,98.08,4.28K,0.00%
8/20/2018,98.08,98.09,98.09,98.09,3.16K,0.00%
8/17/2018,98.08,98.09,98.09,98.08,3.29K,0.00%
8/16/2018,98.08,98.09,98.09,98.08,42.89K,-0.01%
8/15/2018,98.09,98.09,98.09,98.09,4.99K,0.00%
8/14/2018,98.09,98.09,98.09,98.09,1.35K,0.00%
8/13/2018,98.09,98.09,98.09,98.09,14.80K,0.00%
8/10/2018,98.09,98.09,98.09,98.09,4.47K,0.00%
8/9/2018,98.09,98.09,98.09,98.09,6.18K,0.00%
8/8/2018,98.09,98.09,98.09,98.09,1.60K,0.00%
8/7/2018,98.09,98.09,98.09,98.09,8.15K,0.00%
8/6/2018,98.09,98.09,98.09,98.08,13.42K,0.01%
8/3/2018,98.08,98.09,98.09,98.08,3.12K,0.00%
8/2/2018,98.08,98.08,98.09,98.08,23.45K,0.00%
8/1/2018,98.08,98.08,98.08,98.08,12.91K,-0.01%
7/31/2018,98.09,98.09,98.09,98.09,1.67K,0.00%
7/30/2018,98.09,98.09,98.09,98.09,3.46K,0.00%
7/27/2018,98.09,98.09,98.09,98.09,0.82K,0.00%
7/26/2018,98.09,98.09,98.09,98.09,0.63K,0.00%
7/25/2018,98.09,98.09,98.09,98.09,0.33K,0.00%
7/24/2018,98.09,98.09,98.09,98.09,0.45K,0.00%
7/23/2018,98.09,98.09,98.09,98.09,0.42K,0.00%
7/20/2018,98.09,98.09,98.09,98.09,2.56K,0.01%
7/19/2018,98.08,98.09,98.09,98.08,3.69K,0.00%
7/18/2018,98.08,98.09,98.09,98.08,10.17K,0.00%
7/17/2018,98.08,98.09,98.09,98.08,4.92K,0.00%
7/16/2018,98.08,98.09,98.09,98.08,18.16K,-0.01%
7/13/2018,98.09,98.09,98.09,98.09,1.68K,0.00%
7/12/2018,98.09,98.09,98.09,98.09,6.09K,0.00%
7/11/2018,98.09,98.09,98.09,98.09,7.46K,0.00%
7/10/2018,98.09,98.09,98.09,98.09,11.57K,0.00%
7/9/2018,98.09,98.08,98.09,98.08,12.93K,0.01%
7/6/2018,98.08,98.08,98.09,98.08,14.66K,0.00%
7/5/2018,98.08,98.08,98.08,98.08,7.91K,0.00%
7/3/2018,98.08,98.08,98.08,98.08,4.18K,0.00%
7/2/2018,98.08,98.08,98.08,98.08,10.00K,-0.10%
6/29/2018,98.18,98.18,98.18,98.18,30.60K,0.00%
6/28/2018,98.18,98.18,98.18,98.18,12.18K,0.00%
6/27/2018,98.18,98.18,98.18,98.18,1.39K,0.00%
6/26/2018,98.18,98.18,98.18,98.18,0.81K,0.00%
6/25/2018,98.18,98.18,98.18,98.18,5.03K,0.01%
6/22/2018,98.17,98.17,98.18,98.17,10.12K,0.00%
6/21/2018,98.17,98.18,98.18,98.17,21.85K,-0.01%
6/20/2018,98.18,98.19,98.19,98.18,45.72K,0.00%
6/19/2018,98.18,98.19,98.19,98.18,22.50K,0.00%
6/18/2018,98.18,98.18,98.19,98.18,2.41K,0.00%
6/15/2018,98.18,98.18,98.19,98.18,14.83K,0.00%
6/14/2018,98.18,98.18,98.18,98.18,4.34K,0.00%
6/13/2018,98.18,98.18,98.18,98.17,61.19K,0.00%
6/12/2018,98.18,98.18,98.18,98.17,12.71K,0.00%
6/11/2018,98.18,98.18,98.18,98.17,10.16K,0.00%
6/8/2018,98.18,98.18,98.18,98.18,8.82K,0.00%
6/7/2018,98.18,98.17,98.18,98.17,9.27K,0.00%
6/6/2018,98.18,98.18,98.18,98.17,0.58K,0.01%
6/5/2018,98.17,98.18,98.18,98.17,8.02K,0.00%
6/4/2018,98.17,98.18,98.18,98.17,6.89K,-0.01%
6/1/2018,98.18,98.19,98.19,98.18,10.72K,-0.12%
5/31/2018,98.3,98.3,98.3,98.3,1.36K,0.00%
5/30/2018,98.3,98.3,98.3,98.3,4.58K,0.00%
5/29/2018,98.3,98.3,98.3,98.3,7.42K,0.00%
5/25/2018,98.3,98.3,98.3,98.3,3.02K,0.00%
5/24/2018,98.3,98.3,98.3,98.3,14.79K,0.00%
5/23/2018,98.3,98.3,98.3,98.3,20.85K,0.00%
5/22/2018,98.3,98.3,98.3,98.3,3.80K,0.00%
5/21/2018,98.3,98.3,98.3,98.3,1.37K,0.00%
5/18/2018,98.3,98.3,98.3,98.3,0.55K,0.00%
5/17/2018,98.3,98.3,98.3,98.3,4.12K,0.00%
5/16/2018,98.3,98.3,98.3,98.3,1.34K,0.00%
5/15/2018,98.3,98.3,98.3,98.3,0.85K,0.00%
5/14/2018,98.3,98.3,98.3,98.3,6.31K,0.00%
5/11/2018,98.3,98.3,98.3,98.3,6.47K,0.00%
5/10/2018,98.3,98.3,98.3,98.3,27.61K,0.00%
5/9/2018,98.3,98.3,98.3,98.3,15.38K,0.00%
5/8/2018,98.3,98.3,98.3,98.3,15.56K,0.00%
5/7/2018,98.3,98.3,98.3,98.3,8.70K,0.00%
5/4/2018,98.3,98.3,98.3,98.3,9.02K,0.00%
5/3/2018,98.3,98.3,98.3,98.3,12.28K,0.00%
5/2/2018,98.3,98.3,98.3,98.29,27.54K,0.00%
5/1/2018,98.3,98.29,98.3,98.29,15.85K,-0.01%
4/30/2018,98.31,98.31,98.31,98.31,9.26K,0.00%
4/27/2018,98.31,98.31,98.31,98.31,1.27K,0.00%
4/26/2018,98.31,98.31,98.31,98.31,1.17K,0.00%
4/25/2018,98.31,98.31,98.31,98.31,2.04K,0.00%
4/24/2018,98.31,98.31,98.31,98.31,1.28K,0.00%
4/23/2018,98.31,98.31,98.31,98.31,8.54K,0.00%
4/20/2018,98.31,98.31,98.31,98.31,17.55K,0.00%
4/19/2018,98.31,98.31,98.31,98.31,7.71K,0.00%
4/18/2018,98.31,98.31,98.31,98.31,12.52K,0.00%
4/17/2018,98.31,98.31,98.31,98.31,18.29K,0.00%
4/16/2018,98.31,98.31,98.31,98.31,2.93K,0.00%
4/13/2018,98.31,98.31,98.31,98.31,7.23K,0.00%
4/12/2018,98.31,98.31,98.31,98.31,12.74K,0.00%
4/11/2018,98.31,98.31,98.32,98.31,19.16K,0.00%
4/10/2018,98.31,98.32,98.32,98.31,15.08K,-0.01%
4/9/2018,98.32,98.31,98.32,98.31,2.19K,0.00%
4/6/2018,98.32,98.31,98.32,98.31,8.90K,0.00%
4/5/2018,98.32,98.32,98.32,98.31,0.83K,0.00%
4/4/2018,98.32,98.32,98.32,98.31,30.93K,0.00%
4/3/2018,98.32,98.33,98.33,98.32,30.58K,-0.01%
4/2/2018,98.33,98.32,98.33,98.32,23.64K,-0.17%
3/29/2018,98.5,98.5,98.5,98.5,45.09K,0.00%
3/28/2018,98.5,98.5,98.5,98.5,2.68K,0.00%
3/27/2018,98.5,98.5,98.5,98.5,0.19K,0.00%
3/26/2018,98.5,98.5,98.5,98.5,2.65K,0.00%
3/23/2018,98.5,98.5,98.5,98.5,28.44K,0.00%
3/22/2018,98.5,98.5,98.5,98.5,5.50K,0.00%
3/21/2018,98.5,98.5,98.5,98.5,17.47K,0.00%
3/20/2018,98.5,98.5,98.5,98.5,4.37K,0.00%
3/19/2018,98.5,98.5,98.5,98.5,8.37K,0.00%
3/16/2018,98.5,98.5,98.5,98.5,2.29K,0.00%
3/15/2018,98.5,98.5,98.5,98.5,6.73K,0.00%
3/14/2018,98.5,98.5,98.5,98.5,0.20K,0.00%
3/13/2018,98.5,98.5,98.5,98.5,16.79K,0.00%
3/12/2018,98.5,98.5,98.51,98.5,6.51K,0.00%
3/9/2018,98.5,98.5,98.5,98.5,17.03K,0.00%
3/8/2018,98.5,98.5,98.5,98.5,4.46K,0.00%
3/7/2018,98.5,98.5,98.51,98.5,10.69K,0.00%
3/6/2018,98.5,98.5,98.5,98.5,6.84K,0.00%
3/5/2018,98.5,98.51,98.51,98.5,23.90K,-0.01%
3/2/2018,98.51,98.51,98.51,98.5,10.60K,0.00%
3/1/2018,98.51,98.51,98.51,98.5,28.19K,-0.07%
2/28/2018,98.58,98.58,98.58,98.58,1.78K,0.00%
2/27/2018,98.58,98.58,98.58,98.58,4.43K,0.00%
2/26/2018,98.58,98.58,98.58,98.58,8.54K,0.00%
2/23/2018,98.58,98.58,98.58,98.58,7.93K,0.00%
2/22/2018,98.58,98.58,98.58,98.58,1.29K,0.00%
2/21/2018,98.58,98.58,98.58,98.58,16.45K,0.00%
2/20/2018,98.58,98.58,98.58,98.58,6.82K,0.00%
2/16/2018,98.58,98.58,98.58,98.58,6.79K,0.00%
2/15/2018,98.58,98.58,98.58,98.58,37.48K,0.00%
2/14/2018,98.58,98.58,98.58,98.58,0.79K,0.00%
2/13/2018,98.58,98.58,98.58,98.58,32.87K,0.00%
2/12/2018,98.58,98.58,98.58,98.58,19.53K,0.00%
2/9/2018,98.58,98.58,98.58,98.58,88.00K,0.00%
2/8/2018,98.58,98.58,98.58,98.58,10.56K,0.00%
2/7/2018,98.58,98.58,98.58,98.58,8.44K,0.00%
2/6/2018,98.58,98.58,98.58,98.58,21.98K,0.00%
2/5/2018,98.58,98.58,98.58,98.58,55.82K,0.00%
2/2/2018,98.58,98.58,98.58,98.58,16.74K,0.00%
2/1/2018,98.58,98.58,98.58,98.58,36.23K,-0.01%
1/31/2018,98.59,98.58,98.59,98.58,1.97K,0.00%
1/30/2018,98.59,98.58,98.59,98.58,1.66K,0.00%
1/29/2018,98.59,98.58,98.59,98.58,3.56K,0.00%
1/26/2018,98.59,98.59,98.59,98.58,8.99K,0.00%
1/25/2018,98.59,98.58,98.59,98.58,58.24K,0.00%
1/24/2018,98.59,98.58,98.59,98.58,13.13K,0.00%
1/23/2018,98.59,98.58,98.59,98.58,0.73K,0.00%
1/22/2018,98.59,98.58,98.59,98.58,0.19K,0.00%
1/19/2018,98.59,98.58,98.59,98.58,0.22K,0.00%
1/18/2018,98.59,98.58,98.59,98.58,8.42K,0.00%
1/17/2018,98.59,98.59,98.59,98.58,6.91K,0.00%
1/16/2018,98.59,98.58,98.59,98.58,7.09K,0.00%
1/12/2018,98.59,98.58,98.59,98.58,3.00K,0.00%
1/11/2018,98.59,98.59,98.59,98.58,1.55K,0.00%
1/10/2018,98.59,98.58,98.59,98.58,8.01K,0.00%
1/9/2018,98.59,98.59,98.59,98.58,1.75K,0.00%
1/8/2018,98.59,98.59,98.59,98.58,4.33K,0.00%
1/5/2018,98.59,98.59,98.59,98.58,16.29K,0.00%
1/4/2018,98.59,98.59,98.59,98.59,6.31K,0.00%
1/3/2018,98.59,98.59,98.59,98.59,9.96K,0.00%
1/2/2018,98.59,98.59,98.59,98.59,37.32K,-0.11%
12/29/2017,98.7,98.7,98.7,98.7,,0.00%
12/28/2017,98.7,98.7,98.7,98.7,4.18K,0.00%
12/27/2017,98.7,98.7,98.7,98.7,0.29K,0.00%
12/26/2017,98.7,98.7,98.7,98.7,0.01K,0.00%
12/22/2017,98.7,98.7,98.7,98.7,2.88K,0.00%
12/21/2017,98.7,98.7,98.7,98.7,4.06K,0.00%
12/20/2017,98.7,98.7,98.7,98.7,16.14K,0.00%
12/19/2017,98.7,98.7,98.7,98.7,9.95K,0.00%
12/18/2017,98.7,98.7,98.7,98.7,1.73K,0.00%
12/15/2017,98.7,98.7,98.7,98.7,46.34K,0.00%
12/14/2017,98.7,98.7,98.7,98.7,43.52K,0.00%
12/13/2017,98.7,98.71,98.71,98.7,48.84K,-0.01%
12/12/2017,98.71,98.71,98.71,98.7,4.01K,0.00%
12/11/2017,98.71,98.71,98.71,98.71,3.23K,0.00%
12/8/2017,98.71,98.71,98.71,98.71,3.09K,0.00%
12/7/2017,98.71,98.71,98.71,98.71,1.75K,0.00%
12/6/2017,98.71,98.71,98.71,98.71,1.61K,0.00%
12/5/2017,98.71,98.71,98.71,98.71,3.93K,0.00%
12/4/2017,98.71,98.71,98.71,98.71,3.20K,0.00%
12/1/2017,98.71,98.71,98.71,98.71,10.59K,-0.13%
11/30/2017,98.84,98.84,98.84,98.84,0.42K,0.00%
11/29/2017,98.84,98.84,98.84,98.84,1.90K,0.00%
11/28/2017,98.84,98.84,98.84,98.84,7.68K,0.00%
11/27/2017,98.84,98.84,98.84,98.84,2.42K,0.00%
11/24/2017,98.84,98.84,98.84,98.84,0.44K,0.00%
11/22/2017,98.84,98.84,98.84,98.84,4.07K,0.00%
11/21/2017,98.84,98.84,98.84,98.84,0.38K,0.00%
11/20/2017,98.84,98.84,98.84,98.84,0.59K,0.00%
11/17/2017,98.84,98.84,98.84,98.84,0.28K,0.00%
11/16/2017,98.84,98.84,98.84,98.84,27.93K,0.00%
11/15/2017,98.84,98.84,98.84,98.84,1.26K,0.00%
11/14/2017,98.84,98.84,98.84,98.84,1.50K,0.00%
11/13/2017,98.84,98.84,98.84,98.84,2.58K,0.00%
11/10/2017,98.84,98.84,98.84,98.84,1.59K,0.00%
11/9/2017,98.84,98.84,98.84,98.84,1.25K,0.00%
11/8/2017,98.84,98.84,98.84,98.84,4.20K,0.00%
11/7/2017,98.84,98.84,98.84,98.84,2.13K,0.00%
11/6/2017,98.84,98.84,98.84,98.84,1.07K,0.00%
11/3/2017,98.84,98.84,98.84,98.84,2.48K,0.00%
11/2/2017,98.84,98.84,98.84,98.84,1.40K,0.00%
11/1/2017,98.84,98.84,98.84,98.84,14.57K,0.00%
10/31/2017,98.84,98.84,98.85,98.84,2.16K,0.00%
10/30/2017,98.84,98.85,98.85,98.84,2.11K,0.00%
10/27/2017,98.84,98.85,98.85,98.84,5.93K,0.00%
10/26/2017,98.84,98.85,98.85,98.84,1.95K,0.00%
10/25/2017,98.84,98.85,98.85,98.84,0.66K,0.00%
10/24/2017,98.84,98.85,98.85,98.84,1.00K,0.00%
10/23/2017,98.84,98.85,98.85,98.84,0.14K,0.00%
10/20/2017,98.84,98.84,98.84,98.84,0.63K,0.00%
10/19/2017,98.84,98.84,98.85,98.84,1.16K,0.00%
10/18/2017,98.84,98.84,98.84,98.84,1.02K,0.00%
10/17/2017,98.84,98.85,98.85,98.84,2.72K,0.00%
10/16/2017,98.84,98.84,98.85,98.84,1.04K,0.00%
10/13/2017,98.84,98.85,98.85,98.84,14.84K,0.00%
10/12/2017,98.84,98.84,98.85,98.84,3.97K,0.00%
10/11/2017,98.84,98.84,98.85,98.84,0.42K,0.00%
10/10/2017,98.84,98.84,98.85,98.84,1.49K,0.00%
10/9/2017,98.84,98.84,98.84,98.84,,0.00%
10/6/2017,98.84,98.85,98.85,98.84,2.00K,0.00%
10/5/2017,98.84,98.85,98.85,98.84,4.52K,0.00%
10/4/2017,98.84,98.85,98.85,98.84,0.91K,0.00%
10/3/2017,98.84,98.85,98.85,98.84,1.30K,0.00%
10/2/2017,98.84,98.85,98.85,98.84,2.07K,0.00%
9/29/2017,98.84,98.85,98.85,98.84,0.88K,0.00%
9/28/2017,98.84,98.84,98.85,98.84,1.69K,0.00%
9/27/2017,98.84,98.84,98.85,98.84,1.88K,0.00%
9/26/2017,98.84,98.84,98.85,98.84,0.62K,0.00%
9/25/2017,98.84,98.84,98.85,98.84,0.60K,0.00%
9/22/2017,98.84,98.85,98.85,98.85,0.55K,0.00%
9/21/2017,98.84,98.85,98.85,98.84,0.34K,0.00%
9/20/2017,98.84,98.84,98.85,98.84,21.92K,0.00%
9/19/2017,98.84,98.85,98.85,98.84,4.65K,0.00%
9/18/2017,98.84,98.84,98.85,98.84,12.50K,0.00%
9/15/2017,98.84,98.84,98.84,98.84,13.98K,0.00%
9/14/2017,98.84,98.85,98.85,98.84,1.02K,0.00%
9/13/2017,98.84,98.85,98.85,98.84,1.27K,0.00%
9/12/2017,98.84,98.85,98.85,98.84,2.14K,0.00%
9/11/2017,98.84,98.85,98.85,98.84,1.41K,0.00%
9/8/2017,98.84,98.85,98.85,98.84,14.72K,0.00%
